Date,SPY,VTI,XLK
2024-11-01,565.7450561523438,279.49505615234375,222.78268432617188
2024-11-04,564.5264892578125,278.9899597167969,222.61354064941406
2024-11-05,571.3526000976562,282.5352783203125,225.7476806640625
2024-11-06,585.5596313476562,290.4379577636719,232.1751708984375
2024-11-07,590.0872802734375,292.46807861328125,236.22467041015625
2024-11-08,592.6434326171875,293.8347473144531,235.96597290039062
2024-11-11,593.2080688476562,294.65667724609375,234.66258239746094
2024-11-12,591.3653564453125,293.4980163574219,234.96104431152344
2024-11-13,591.6526489257812,293.3594055175781,234.1451873779297
2024-11-14,587.8482055664062,291.19061279296875,233.34921264648438
2024-11-15,580.3186645507812,287.4967346191406,227.55853271484375
2024-11-18,582.6964721679688,288.6653137207031,228.29478454589844
2024-11-19,584.8265380859375,289.9923095703125,230.1653289794922
2024-11-20,585.024658203125,290.1606750488281,229.9663543701172
2024-11-21,588.1652221679688,292.1907958984375,232.30450439453125
2024-11-22,589.9882202148438,293.6366882324219,232.4239044189453
2024-11-25,591.9895629882812,295.0726013183594,232.4139404296875
2024-11-26,595.0806274414062,296.15203857421875,233.5780487060547
2024-11-27,593.2774658203125,295.310302734375,230.41407775878906
2024-11-29,596.9629516601562,296.9541931152344,232.55323791503906
2024-12-02,598.0328979492188,297.5186767578125,234.76206970214844
2024-12-03,598.3102416992188,297.5186767578125,235.6077880859375
2024-12-04,602.0255126953125,299.51910400390625,239.91598510742188
2024-12-05,601.0347900390625,298.6872253417969,238.70213317871094
2024-12-06,602.1741333007812,299.51910400390625,239.62744140625
2024-12-09,599.0731811523438,297.6077880859375,238.06536865234375
2024-12-10,597.2106323242188,296.48876953125,234.76206970214844
2024-12-11,601.8274536132812,298.8753662109375,238.1648406982422
2024-12-12,598.7264404296875,297.17205810546875,236.8315887451172
2024-12-13,598.6076049804688,297.02349853515625,237.84646606445312
2024-12-16,601.16357421875,298.231689453125,240.2244110107422
2024-12-17,598.686767578125,296.75616455078125,238.7717742919922
2024-12-18,580.8438110351562,287.57598876953125,231.0707550048828
2024-12-19,580.6654052734375,287.1699523925781,231.31948852539062
2024-12-20,587.6398315429688,290.4379577636719,234.77203369140625
2024-12-23,591.1588134765625,292.0881652832031,237.259521484375
2024-12-24,597.7294921875,295.1878662109375,239.7111358642578
2024-12-26,597.7693481445312,295.3567810058594,239.87060546875
2024-12-27,591.4768676757812,292.15771484375,236.68148803710938
2024-12-30,584.7271728515625,288.9288635253906,233.67176818847656
2024-12-31,582.5999145507812,287.9254150390625,231.72840881347656
2025-01-02,581.16845703125,287.3789978027344,231.18028259277344
2025-01-03,588.43505859375,291.1542663574219,234.94741821289062
2025-01-06,591.8247680664062,292.7835998535156,237.93719482421875
2025-01-07,585.134765625,289.5150146484375,233.16351318359375
2025-01-08,585.9896850585938,289.7832336425781,233.0837860107422
2025-01-10,577.0430908203125,285.4317321777344,228.0011444091797
2025-01-13,577.937744140625,285.8986511230469,226.3866729736328
2025-01-14,578.7329711914062,286.54443359375,226.984619140625
2025-01-15,589.2601318359375,291.8000183105469,231.49917602539062
2025-01-16,588.1268920898438,291.5814514160156,229.7152862548828
2025-01-17,594.0316162109375,294.27386474609375,233.31298828125
2025-01-21,599.4691162109375,297.19476318359375,235.25634765625
2025-01-22,602.8389892578125,298.6452331542969,240.56820678710938
2025-01-23,606.1293334960938,300.2149658203125,240.99676513671875
2025-01-24,604.35986328125,299.3406677246094,238.48532104492188
2025-01-27,595.81103515625,295.1679992675781,226.79527282714844
2025-01-28,600.930419921875,297.701416015625,232.84458923339844
2025-01-29,598.2365112304688,296.4297180175781,230.95108032226562
2025-01-30,601.4473266601562,298.2875671386719,231.3795928955078
2025-01-31,598.2464599609375,296.65826416015625,230.0242156982422
2025-02-03,594.2205200195312,294.492431640625,226.92481994628906
2025-02-04,598.2066650390625,296.6284484863281,230.1936492919922
2025-02-05,600.6321411132812,297.9994812011719,233.39273071289062
2025-02-06,602.7197265625,298.7346496582031,234.03054809570312
2025-02-07,597.2026977539062,296.0621643066406,232.02740478515625
2025-02-10,601.2584228515625,297.959716796875,235.4158172607422
2025-02-11,601.7157592773438,297.80078125,235.5254364013672
2025-02-12,599.7772827148438,296.81719970703125,235.01718139648438
2025-02-13,606.1094360351562,299.9169006347656,238.34580993652344
2025-02-14,606.0796508789062,299.8771667480469,239.15304565429688
2025-02-18,607.8590087890625,300.7216491699219,241.33560180664062
2025-02-19,609.2904663085938,301.14886474609375,241.3555145263672
2025-02-20,606.755615234375,299.5294494628906,240.58815002441406
2025-02-21,596.3776245117188,293.99566650390625,234.07040405273438
2025-02-24,593.663818359375,292.4955139160156,230.7218475341797
2025-02-25,590.71142578125,291.04498291015625,227.7320556640625
2025-02-26,591.0096435546875,291.1443176269531,230.21359252929688
2025-02-27,581.5759887695312,286.6338806152344,221.83221435546875
2025-02-28,590.6517944335938,291.0549011230469,224.76220703125
2025-03-03,580.3036499023438,285.83905029296875,217.92556762695312
2025-03-04,573.4346313476562,282.27239990234375,217.75613403320312
2025-03-05,579.5978393554688,285.4814147949219,220.81570434570312
2025-03-06,569.309326171875,280.1761169433594,214.68661499023438
2025-03-07,572.5001831054688,281.4974670410156,217.79600524902344
2025-03-10,557.2513427734375,273.82769775390625,208.53762817382812
2025-03-11,552.6189575195312,271.91021728515625,207.6905059814453
2025-03-12,555.551513671875,273.25146484375,210.9593505859375
2025-03-13,548.1456909179688,269.4165344238281,206.95303344726562
2025-03-14,559.4680786132812,275.1887512207031,213.211669921875
2025-03-17,563.7823486328125,277.4638977050781,214.6965789794922
2025-03-18,557.688720703125,274.47344970703125,211.42774963378906
2025-03-19,563.762451171875,277.5930480957031,214.17837524414062
2025-03-20,562.1321411132812,276.9273986816406,212.653564453125
2025-03-21,562.317626953125,277.03668212890625,213.23159790039062
2025-03-24,572.3878784179688,282.16314697265625,217.26991271972656
2025-03-25,573.7637939453125,282.6399841308594,217.9887237548828
2025-03-26,566.9140625,279.3316650390625,213.12677001953125
2025-03-27,565.4085083007812,278.15020751953125,211.16001892089844
2025-03-28,554.0221557617188,272.60693359375,206.0385284423828
2025-03-31,557.7411499023438,274.0126953125,206.1383514404297
2025-04-01,559.3164672851562,274.93988037109375,207.64585876464844
2025-04-02,562.8560791015625,277.11334228515625,209.1833038330078
2025-04-03,535.1180419921875,263.1654357910156,194.90696716308594
2025-04-04,503.7906494140625,247.72207641601562,182.0682373046875
2025-04-07,502.893310546875,246.91452026367188,183.1564483642578
2025-04-08,495.0166015625,243.01629638671875,179.4326171875
2025-04-09,547.0029296875,267.671875,203.52268981933594
2025-04-10,523.0337524414062,256.65509033203125,194.0483856201172
2025-04-11,532.3661499023438,260.9521179199219,198.0218048095703
2025-04-14,537.5308837890625,263.3548889160156,199.8288116455078
2025-04-15,536.0253295898438,262.8962707519531,200.55760192871094
2025-04-16,524.1105346679688,257.4327697753906,193.5891571044922
2025-04-17,524.8583374023438,257.97113037109375,192.5408935546875
2025-04-21,512.3652954101562,251.83966064453125,187.5691375732422
2025-04-22,525.6959228515625,258.25030517578125,192.1415557861328
2025-04-23,533.841796875,262.64703369140625,197.71231079101562
2025-04-24,545.07861328125,268.1802978515625,205.090087890625
2025-04-25,549.0169677734375,269.8253479003906,208.12506103515625
2025-04-28,549.226318359375,270.21417236328125,207.78562927246094
2025-04-29,552.6860961914062,271.8392639160156,208.7540283203125
2025-04-30,552.9054565429688,271.998779296875,209.62257385253906
2025-05-01,556.8238525390625,273.69366455078125,212.69747924804688
2025-05-02,565.0894165039062,277.9607849121094,216.2515869140625
2025-05-05,561.8489990234375,276.3855285644531,215.10350036621094
2025-05-06,557.1528930664062,274.1423034667969,213.3164520263672
2025-05-07,559.4959716796875,275.27886962890625,215.45291137695312
2025-05-08,563.3944702148438,277.4423522949219,217.50950622558594
2025-05-09,562.6765747070312,277.1332702636719,217.23995971679688
2025-05-12,581.2716064453125,286.4052734375,227.3232421875
2025-05-13,585.1102905273438,288.34942626953125,232.23509216308594
2025-05-14,585.8580932617188,288.5388488769531,233.74261474609375
2025-05-15,588.7196044921875,289.7153015136719,234.06207275390625
2025-05-16,592.4485473632812,291.69927978515625,234.5013427734375
2025-05-19,593.0966186523438,291.9286193847656,234.1619110107422
2025-05-20,591.1025390625,290.97149658203125,233.28335571289062
2025-05-21,581.1419677734375,285.90679931640625,228.90061950683594
2025-05-22,581.371337890625,285.85693359375,228.9605255126953
2025-05-23,577.4030151367188,284.1820068359375,226.43470764160156
2025-05-27,589.4075927734375,290.02435302734375,231.8157958984375
2025-05-28,585.9976196289062,288.31951904296875,230.85739135742188
2025-05-29,588.310791015625,289.2467041015625,231.2467498779297
2025-05-30,587.6527709960938,289.0074462890625,230.52793884277344
2025-06-02,590.9629516601562,290.48297119140625,232.56454467773438
2025-06-03,594.3330078125,292.4869384765625,236.0587615966797
2025-06-04,594.1734619140625,292.4570007324219,236.40818786621094
2025-06-05,591.3019409179688,290.8418884277344,235.7393035888672
2025-06-06,597.3740234375,294.2316589355469,237.96560668945312
2025-06-09,597.9124145507812,294.4709167480469,239.1336669921875
2025-06-10,601.3023681640625,296.0262451171875,240.47145080566406
2025-06-11,599.5874633789062,295.2386169433594,239.94232177734375
2025-06-12,601.9703979492188,296.1857604980469,242.16864013671875
2025-06-13,595.2402954101562,292.68634033203125,238.77426147460938
2025-06-16,600.903564453125,295.5776062011719,242.63784790039062
2025-06-17,595.768798828125,293.1150207519531,240.92071533203125
2025-06-18,595.6790161132812,293.2247009277344,241.21022033691406
2025-06-20,594.280029296875,292.5467529296875,240.14198303222656
2025-06-23,600.1500244140625,295.3582458496094,242.8800048828125
2025-06-24,606.780029296875,298.8078308105469,247.24000549316406
2025-06-25,607.1199951171875,298.4588928222656,249.35000610351562
2025-06-26,611.8699951171875,301.0311279296875,251.07000732421875
2025-06-27,614.9099731445312,302.3970031738281,250.77000427246094
2025-06-30,617.8499755859375,303.92999267578125,253.22999572753906
2025-07-01,617.6500244140625,303.92999267578125,250.97000122070312
2025-07-02,620.4500122070312,305.510009765625,253.6199951171875
2025-07-03,625.3400268554688,308.0299987792969,256.9599914550781
2025-07-07,620.6799926757812,305.6000061035156,254.9199981689453
2025-07-08,620.3400268554688,305.5799865722656,256.2900085449219
2025-07-09,624.0599975585938,307.5,257.8299865722656
2025-07-10,625.8200073242188,308.32000732421875,256.9800109863281
2025-07-11,623.6199951171875,307.0199890136719,255.85000610351562
2025-07-14,624.8099975585938,307.7200012207031,255.63999938964844
2025-07-15,622.1400146484375,306.1000061035156,257.9100036621094
2025-07-16,624.219970703125,307.260009765625,258.7099914550781
2025-07-17,628.0399780273438,309.260009765625,261.05999755859375
2025-07-18,627.5800170898438,309.0899963378906,260.8900146484375
2025-07-21,628.77001953125,309.44000244140625,261.2300109863281
2025-07-22,628.8599853515625,309.79998779296875,258.80999755859375
2025-07-23,634.2100219726562,312.4100036621094,260.2900085449219
2025-07-24,634.4199829101562,312.29998779296875,261.3900146484375
2025-07-25,637.0999755859375,313.69000244140625,261.989990234375
2025-07-28,636.9400024414062,313.6000061035156,264.0799865722656
2025-07-29,635.260009765625,312.6099853515625,264.0899963378906
2025-07-30,634.4600219726562,312.25,264.67999267578125
2025-07-31,632.0800170898438,310.8900146484375,262.739990234375
2025-08-01,621.719970703125,305.739990234375,257.07000732421875
2025-08-04,631.1699829101562,310.5299987792969,262.2900085449219
2025-08-05,627.969970703125,309.1600036621094,260.1199951171875
2025-08-06,632.780029296875,311.25,263.04998779296875
2025-08-07,632.25,311.07000732421875,263.2900085449219
2025-08-08,637.1799926757812,313.0299987792969,265.9200134277344
